"","Treatment_id","pGsk3.XX_mean","pGsk3.XO_mean","pGsk3.XX_XO_pvalue","pGsk3.XX_0_pvalue","pGsk3.XO_0_pvalue","pMek.XX_mean","pMek.XO_mean","pMek.XX_XO_pvalue","pMek.XX_0_pvalue","pMek.XO_0_pvalue","pmTor.XX_mean","pmTor.XO_mean","pmTor.XX_XO_pvalue","pmTor.XX_0_pvalue","pmTor.XO_0_pvalue","pAkt.XX_mean","pAkt.XO_mean","pAkt.XX_XO_pvalue","pAkt.XX_0_pvalue","pAkt.XO_0_pvalue","pErk.XX_mean","pErk.XO_mean","pErk.XX_XO_pvalue","pErk.XX_0_pvalue","pErk.XO_0_pvalue","pStat3.XX_mean","pStat3.XO_mean","pStat3.XX_XO_pvalue","pStat3.XX_0_pvalue","pStat3.XO_0_pvalue","pSmad2.XX_mean","pSmad2.XO_mean","pSmad2.XX_XO_pvalue","pSmad2.XX_0_pvalue","pSmad2.XO_0_pvalue"
"21","Fgfri",-0.343195271067583,-0.543984017687768,0.476235969044821,0.0440603517995591,0.139294003624269,-1.25563642755176,-0.886123381794171,0.484402807187611,0.096518650022559,0.0383158180653414,0.0568803430907133,-0.131206266828916,0.441825470702912,0.701292022352331,0.534754948121102,-1.36073782294047,0.458332320557253,0.0613037537008366,0.138612904857694,0.41642736730385,-2.96690068757551,-2.55527624177968,0.351515490339095,0.0125355106128598,0.00374889217483422,0.120291003590206,0.127386528472137,0.974228090474115,0.449114603656159,0.510658632611964,0.164972064648974,-0.228396169525204,0.234726174835464,0.558416516009917,0.172735501871538
"22","Fgfri+Pi3ki",-1.41590349227838,-1.72720873320571,0.281718226757373,0.00548434105328844,0.0147178742426203,-0.755013156274424,-0.566533506217368,0.645266688550103,0.147824906684473,0.0804771361129934,-0.822214900693091,-0.946356383982019,0.354503183481535,0.0139611568692061,0.00416725331983124,-2.72778942027514,-0.959322171257052,0.305001815154492,0.0634558535397742,0.505188948640065,-1.97015035486414,-1.58068813869038,0.419241662253485,0.0286649672017503,0.0263180862634195,-0.716695081258815,-0.384068801316336,0.528152028186106,0.242055846023843,0.0597411364627771,-0.210311046911803,-0.0599662096873426,0.540537154286376,0.346046295358927,0.717515299787287
"23","Gsk3i",-0.847847254317562,-0.835389251457206,0.966648292262466,0.0627236247575323,0.037807284419073,0.0185458169039659,-0.181495974357188,0.0569669788043235,0.784095404679848,0.0458638560033259,0.0113228169521653,-0.128753026238637,0.0939153231347415,0.83922366927811,0.0833956228397668,-1.83286210078772,-0.526233709947068,0.210501244048468,0.187104757370427,0.333351583427959,-0.64933602845894,0.152601292927312,0.220438986008083,0.29160270249187,0.217588799989359,0.0105258643653437,-0.367383036989942,0.0230935152447628,0.887988092297786,0.0948378071990113,-0.0605240311393108,0.310357086188993,0.143128697170358,0.516086859401311,0.244146951221628
"24","Igfri",-0.541768797969046,-0.529773182264702,0.935417687606925,0.0126971473495327,0.0487329860451939,-0.406436049947549,-0.159093245613317,0.388817007213995,0.213482078200967,0.126110192161888,-0.320506132997577,-0.556152656164404,0.0319723320035162,0.029705379901725,0.00426449656277019,-2.03189431112528,-0.593588864376197,0.240510206327828,0.0696732649348488,0.524130088953274,-1.09600433894405,-0.900359162429068,0.677927680050442,0.0854910378948726,0.0788102622555681,-0.153539114408387,0.00958163363112856,0.495102090518609,0.326675806978773,0.96203524854827,-0.305478078472808,-0.237851768961162,0.717842756354199,0.0409457490577872,0.266100153653603
"25","Jaki+Bmp4ri",-0.412185612096653,-1.15161948707471,0.170489419532327,0.025046175183084,0.0842293838933852,0.451169998903108,-0.133729748123025,0.28906877717085,0.387489696457333,0.373045812110378,0.0693104650899905,-0.477489323663845,0.0704653157493016,0.686882258666762,0.101924104122947,-1.16976703991697,-0.64369409475951,0.622146794259983,0.00620096517114639,0.560667478080957,-0.208277828381243,0.0252465759840594,0.722247642036002,0.138502551815883,0.968586800502007,-1.83269014774331,-1.91672889032119,0.724669426559183,0.0100194399867161,0.00381382013768349,-0.4879445595503,-0.804272135935001,0.44882937941554,0.0284350780828387,0.139427699864648
"26","Jaki+Gsk3i",-0.98278138591361,-1.24310422925131,0.576632536102572,0.0185380761316375,0.0836694810953871,0.400055334453575,0.111986343628153,0.35474927519419,0.132028678752422,0.660191649049605,-0.173504797619903,-0.408656186897501,0.391585504125563,0.276487029651786,0.186524941205733,-1.78114059478287,-0.627674615696987,0.334555811117292,0.0243386060665204,0.522867915608186,-0.371614525286966,0.337220508015689,0.116473558646354,0.198403118656952,0.35443385083771,-1.97539842438411,-2.04022883393236,0.714056090238363,0.00439794329455419,0.00228830583711617,-0.0202456778191253,-0.0263481744737617,0.98046610625217,0.870213412437998,0.90834121263415
"27","Jaki",-0.536004922915316,-1.13822207233574,0.0472224492088725,0.0415020100872993,0.020700981795018,0.0265162295830894,-0.0708092003046359,0.465795903128784,0.712919595946844,0.554406419431599,-0.0159726882877757,-0.427931475706663,0.022734714274735,0.713268996235035,0.0348570526633735,-1.601015278042,-0.498388769666399,0.202879820651637,0.171720624746528,0.417055930768535,-0.992965924726843,0.0175493198871051,0.514160790713925,0.148964224404207,0.98967565107697,-1.88648149618106,-1.39317233805181,0.0178486018382465,0.00215874228411858,0.0238946523221781,0.0348153698297023,-0.276908839223687,0.29792434553175,0.746693022446462,0.367891174129121
"28","Meki+Igfri",-0.375836697775818,-0.526630350720086,0.807412261663712,0.333372991509338,0.393242975939041,0.370700684608157,2.65171455258876,0.108332765572589,0.102183140333427,0.0862057385620583,-0.443159139559809,-0.585053332992686,0.538350594134892,0.129416660019105,0.0320518723647433,-0.361726314847035,0.290358145242257,0.0606524306395523,0.178672774265284,0.260144498312285,-5.8352422294799,-1.63779769212949,0.00903221129944381,0.00841562917719098,0.16121433994557,-0.228519233454955,-0.0208855381523868,0.117154333941683,0.109056746388635,0.601345406290145,-0.03820714689244,0.097515622250768,0.760932005405599,0.901392188237405,0.795846334333473
"29","Meki",-0.0776469307208635,-0.358527613388666,0.380051318412522,0.482253162236688,0.286587039155103,0.612988425622606,2.52414011089782,0.120436763685201,0.0252853447480706,0.0762573807299128,0.0386722610010055,-0.0970278727130287,0.374167997650802,0.67627510289268,0.463822200171283,-1.05013922198468,0.0102502260495213,0.156031511131872,0.182735143276162,0.9327450084456,-5.82802323208374,-2.14058130955281,0.0225615320603191,0.0138864553884041,0.0146792148049423,0.208798343093714,-0.056116841972728,0.218891353945449,0.0992874242022401,0.748237709100844,0.0340968388244538,-0.0977563740776667,0.355698991302186,0.782696700360215,0.200680015923775
"30","Meki+Pi3ki",-1.40902885982579,-1.86366355482486,0.309649662310463,0.0267141658003659,0.0261996469783841,0.677704797780512,3.03618430561669,0.136584413711879,0.0192348878698069,0.0903145455722972,-1.08185192643767,-1.17414839870471,0.569402524004555,0.0149912241591273,0.00140069287200594,-2.51281451952017,-0.924127507311357,0.334719460778705,0.0376980237449573,0.505384884867263,-6.02330595515377,-1.20576665649041,0.00650044822570077,0.00953593370353121,0.046245655248424,-0.20133721891686,-0.220378387808838,0.914093304742123,0.00977464013868661,0.292021247052883,0.146748322889024,0.567480690996278,0.395373298582321,0.598580750855831,0.258962510657933
"31","NoLif",-0.138098969458603,-0.196800663184761,0.779765147575574,0.417110501071032,0.298463777971625,-0.0686586810518818,-0.383797947096448,0.0834342882794666,0.594755691332197,0.0217436911031502,0.0380938514818455,-0.0116900247970319,0.449209369229153,0.526520787653198,0.725247022672483,-0.500930436553689,0.0540778584148019,0.465873612735373,0.499190915021438,0.392389089145382,-0.805106013511446,-1.92531048865942,0.0113527669823679,0.0284051178688897,0.0114830356986337,-1.33027334848335,-1.59822786449141,0.019001306353644,0.00134530447941984,0.0114982935806991,-0.072445212779824,0.131365522621561,0.591178959314453,0.578849831675591,0.71596335176131
"32","Pi3ki",-1.3886498966537,-1.90937663909562,0.284794694302135,0.00575500300676975,0.0341718662013154,0.156484987091855,-0.0737154190600944,0.403240598776828,0.252979854062787,0.762352076523136,-0.751307389204241,-0.940785570770724,0.0089375459590641,0.000162590422477714,0.000684717040935283,-2.84469655373454,-0.97357538510155,0.288491588555967,0.0255148172737513,0.483788498555819,-0.386264625241897,-0.595882779059192,0.722281976785622,0.450061914199895,0.23907628948233,-0.234288876080514,0.0697325424159837,0.324797098849584,0.381933709793244,0.71755938174891,-0.159159599522999,-0.323338937495842,0.322513852976863,0.0679736025794276,0.124243023934923
"33","Fgfri+Bmp4ri",-0.2277813519256,-0.431297790230491,0.371674914681962,0.0531819700559504,0.135702788599122,-0.878757502636745,-1.04316144921412,0.683356836472546,0.0880457321241851,0.0523993558471869,0.0618736760612964,-0.152334890668266,0.034987208305349,0.360509577348355,0.0371499271615267,-1.05475079814767,-0.143694094759507,0.132273678578535,0.1343448179157,0.697923206702852,-2.68763062680987,-2.79400738991894,0.3927496380746,0.000398060702970818,0.00111914829494566,-0.15399318929128,-0.150218031942105,0.988938111593896,0.387222630990755,0.550715032589685,-0.135270978791602,-0.506146336769336,0.0835086561455252,0.40494216086823,0.0215212124606986
"34","Igfri+Bmp4ri",-0.391126093158097,-0.536270203650725,0.416212258342651,0.0761466644188585,0.0409381628431345,-0.0521404480483703,-0.0791000433166393,0.869684820608401,0.753022727031579,0.0317970899038253,-0.257293176175951,-0.357787138784245,0.463326786340511,0.0171876707292752,0.0834720139369832,-1.87374803101633,-0.876453569017614,0.4282684152058,0.00831660717214933,0.468970244339497,-0.63054587462578,-0.610132433861959,0.981838072193304,0.126345166512107,0.544722054605489,-0.248502385305766,-0.131433800416581,0.457810644758427,0.16203571509387,0.335804072462813,-0.580935510514989,-0.655067373666484,0.93374546933076,0.0523433724725686,0.524041909336279
"35","Meki+Bmp4ri",-0.0257997065328837,-0.0148781562745987,0.971823718387615,0.917228646988404,0.9446385777153,0.534306657251576,2.75477463274148,0.0445145508879618,0.0639975718046076,0.0350589747296744,-0.0179646590721239,-0.0376731776771792,0.871609646011234,0.877624239559867,0.450109346230232,-0.301986781534297,0.421886903678546,0.10000406852433,0.107237183439583,0.215222553935637,-7.21108481096774,-2.9099587287734,0.0126497146993884,0.00521897943995335,0.000897630020817653,-0.152224635612594,-0.357347001092951,0.414027771356671,0.271865398786069,0.204013648998163,0.256933784624183,-0.445291946735475,0.0490128278048467,0.135118711546779,0.15015906420747
"36","Pi3ki+Bmp4ri",-1.33549921266741,-1.74349359787058,0.34692728328484,0.00128285997513861,0.0349613167236643,0.259437782728318,-0.17787947012596,0.0574379980087372,0.184883501620821,0.147344411998686,-0.766762833953768,-0.925136581110112,0.380046619752566,0.00440530511623395,0.0222697438411897,-2.7497991338053,-1.06738888668943,0.343280221088746,0.0297972523147297,0.485245817911864,-0.572158790337611,-0.431672095421694,0.835092793862929,0.32979208960399,0.435558578871549,-0.366458898763422,-0.142064085984115,0.25223932060887,0.122362927349439,0.0204084760505708,-0.754529669681201,-0.77915267230904,0.95275288482372,0.0143690072203584,0.163942892659796
"37","Fgfri+Gsk3i",-0.715074308853464,-1.01480028911369,0.35454955486167,0.00763799223438511,0.0560003969009267,-1.11841856112707,-0.834467132272948,0.486604362840032,0.0677656726975762,0.051309753137941,-0.0596857761617207,-0.40053721992755,0.00457497780140446,0.30529740988939,0.00538441602044835,-1.8376800242151,-0.336845559188436,0.150777603811461,0.0562888022760301,0.586655010044454,-3.33133683388253,-2.87632081009216,0.366070778650595,0.00600256525395964,0.0150816426022914,-0.143751104534759,-0.413422606149975,0.270199601455725,0.506841349194309,0.00410622727521107,-0.380042343010948,-0.156035015594998,0.573138746791973,0.365772888962365,0.304298174568319
"38","Igfri+Gsk3i",-1.12460166941723,-0.933884234588275,0.462735948617854,0.0215479548162177,0.0297011598401077,0.0887596143010218,-0.0178091807285557,0.638062727269072,0.691506415767017,0.526225339087246,-0.518492190925884,-0.478808730656328,0.795826445723503,0.0211408996716172,0.0569310219402687,-2.38944562915409,-0.939219010059544,0.3390904024516,0.0145845487223617,0.471134882717248,-0.376568483703251,-0.505444951501105,0.805592782886964,0.125302483314364,0.375043150241849,-0.140782602806876,-0.684637683859078,0.00567265493366949,0.169640125671155,0.0115119707018756,-0.0357235021799977,-0.217903049443123,0.548472872891166,0.847522400924379,0.430483361297605
"39","Meki+Gsk3i",-0.360046433795876,-0.536573622766745,0.488074325334503,0.0353124800273127,0.121116906867634,0.746884760475469,3.08576389813407,0.0699146234868717,0.0737965705819329,0.0487490223945569,0.0736868181863676,-0.280084820249322,0.0224552527465121,0.422323573795573,0.021438559413501,-1.14032019539018,-0.00619057100957451,0.146337979879189,0.0709156501772128,0.988105196294502,-6.74811052642622,-2.4414515947144,0.0116399900983997,0.0113332204632531,0.0311147127493943,-0.0358962635733373,-0.274082851973806,0.177306994037592,0.793623361516113,0.0496124612805947,-0.0710786606545467,-0.147944798979071,0.763526009691181,0.774927775098606,0.164850684034534
"40","Pi3ki+Gsk3i",-1.68834982915512,-1.81399047648945,0.756377804984779,0.00314205260053253,0.0347047750897178,0.379761311229861,0.039563646344691,0.246971582307872,0.216533027226855,0.681222572566442,-0.712008920585935,-0.836745692713018,0.427300970749906,0.00608083681617508,0.0208068483181805,-2.79341168691427,-0.965622189646873,0.321602204673844,0.0471295631823698,0.524448383373294,0.110748041379257,0.543059424050753,0.261130901240174,0.730717498039257,0.0526499411705778,-0.307350129237619,-0.615976227777985,0.0201239350363533,0.0125269057307931,0.0424743340629191,-0.0957620021339688,-0.0325591461188108,0.691466955921706,0.555531463090644,0.448476272333329
