"","Pert1","Pert2","phospho_value","Category"
"323","Jaki","Fgf4",-0.271086758291875,"Final_Model"
"324","Jaki","Fgfri",-0.925814847232071,"Final_Model"
"325","Jaki","Meki",0.487047252122065,"Final_Model"
"326","Jaki","NoLif",-0.155413262581235,"Final_Model"
"327","Jaki","Jaki",NA,"Final_Model"
"328","Jaki","Activin",-0.426154422855603,"Final_Model"
"329","Jaki","Bmp4ri",-0.407551024476134,"Final_Model"
"330","Jaki","Gsk3i",-0.291566667061656,"Final_Model"
"331","Activin","None",-0.172224083330944,"Final_Model"
"332","Activin","Igfri",-0.182826172026708,"Final_Model"
"333","Activin","Pi3ki",-0.191801272829116,"Final_Model"
"334","Activin","Fgf4",-0.322979541775253,"Final_Model"
"335","Activin","Fgfri",-1.06289290955467,"Final_Model"
"336","Activin","Meki",0.423886631477349,"Final_Model"
"337","Activin","NoLif",-0.267077026465264,"Final_Model"
"338","Activin","Jaki",-0.293373555098251,"Final_Model"
"339","Activin","Activin",NA,"Final_Model"
"340","Activin","Bmp4ri",-0.358465745787517,"Final_Model"
"341","Activin","Gsk3i",-0.17900244901918,"Final_Model"
"342","Bmp4ri","None",-0.296118807721676,"Final_Model"
"343","Bmp4ri","Igfri",-0.285858332249574,"Final_Model"
"344","Bmp4ri","Pi3ki",-0.276527333094641,"Final_Model"
"345","Bmp4ri","Fgf4",-0.444212768866157,"Final_Model"
"346","Bmp4ri","Fgfri",-0.976126190862374,"Final_Model"
"347","Bmp4ri","Meki",0.270674155698177,"Final_Model"
"348","Bmp4ri","NoLif",-0.193876419901008,"Final_Model"
"349","Bmp4ri","Jaki",-0.165793873045884,"Final_Model"
"350","Bmp4ri","Activin",-0.46834289105262,"Final_Model"
"351","Bmp4ri","Bmp4ri",NA,"Final_Model"
"352","Bmp4ri","Gsk3i",-0.242872116337042,"Final_Model"
"353","Gsk3i","None",-0.00985413416398506,"Final_Model"
"354","Gsk3i","Igfri",-0.014120803162381,"Final_Model"
"355","Gsk3i","Pi3ki",-0.0202407010352022,"Final_Model"
"356","Gsk3i","Fgf4",-0.160048917395287,"Final_Model"
"357","Gsk3i","Fgfri",-0.892643087608791,"Final_Model"
"358","Gsk3i","Meki",0.624678893023144,"Final_Model"
"359","Gsk3i","NoLif",-0.103846939390858,"Final_Model"
"360","Gsk3i","Jaki",-0.123522115375913,"Final_Model"
"361","Gsk3i","Activin",-0.182078217494929,"Final_Model"
"362","Gsk3i","Bmp4ri",-0.286610608364392,"Final_Model"
"363","Gsk3i","Gsk3i",NA,"Final_Model"
