"","Pert1","Pert2","phospho_value","Category"
"323","Jaki","Fgf4",-1.73192243796231,"Final_Model"
"324","Jaki","Fgfri",-1.7606956190622,"Final_Model"
"325","Jaki","Meki",-1.72533317934996,"Final_Model"
"326","Jaki","NoLif",-2.21329614178966,"Final_Model"
"327","Jaki","Jaki",NA,"Final_Model"
"328","Jaki","Activin",-1.85837203271127,"Final_Model"
"329","Jaki","Bmp4ri",-1.86130493425177,"Final_Model"
"330","Jaki","Gsk3i",-1.89539372599203,"Final_Model"
"331","Activin","None",0,"Final_Model"
"332","Activin","Igfri",-0.150988156451444,"Final_Model"
"333","Activin","Pi3ki",-0.278805793429245,"Final_Model"
"334","Activin","Fgf4",-0.0182411390452631,"Final_Model"
"335","Activin","Fgfri",-0.107769324375276,"Final_Model"
"336","Activin","Meki",0,"Final_Model"
"337","Activin","NoLif",-1.35083486177285,"Final_Model"
"338","Activin","Jaki",-1.72533317934996,"Final_Model"
"339","Activin","Activin",NA,"Final_Model"
"340","Activin","Bmp4ri",-0.0162300739789538,"Final_Model"
"341","Activin","Gsk3i",-0.251705861653244,"Final_Model"
"342","Bmp4ri","None",-0.0358298425895071,"Final_Model"
"343","Bmp4ri","Igfri",-0.16899882062726,"Final_Model"
"344","Bmp4ri","Pi3ki",-0.290104282543963,"Final_Model"
"345","Bmp4ri","Fgf4",-0.0537489452533633,"Final_Model"
"346","Bmp4ri","Fgfri",-0.118109511635502,"Final_Model"
"347","Bmp4ri","Meki",-0.0358298425895071,"Final_Model"
"348","Bmp4ri","NoLif",-1.36281652417557,"Final_Model"
"349","Bmp4ri","Jaki",-1.72729515633672,"Final_Model"
"350","Bmp4ri","Activin",-0.0358298425895071,"Final_Model"
"351","Bmp4ri","Bmp4ri",NA,"Final_Model"
"352","Bmp4ri","Gsk3i",-0.256784437655818,"Final_Model"
"353","Gsk3i","None",-0.140336267082905,"Final_Model"
"354","Gsk3i","Igfri",-0.201099434109959,"Final_Model"
"355","Gsk3i","Pi3ki",-0.288255099753242,"Final_Model"
"356","Gsk3i","Fgf4",-0.150592628863097,"Final_Model"
"357","Gsk3i","Fgfri",-0.200619338753534,"Final_Model"
"358","Gsk3i","Meki",-0.140336267082905,"Final_Model"
"359","Gsk3i","NoLif",-1.4789215957056,"Final_Model"
"360","Gsk3i","Jaki",-1.75912284991957,"Final_Model"
"361","Gsk3i","Activin",-0.140336267082905,"Final_Model"
"362","Gsk3i","Bmp4ri",-0.159235156001294,"Final_Model"
"363","Gsk3i","Gsk3i",NA,"Final_Model"
