"","Pert1","Pert2","phospho_value","Category"
"340","Activin","Bmp4ri",-0.0397813884149502,"Final_Model"
"341","Activin","Gsk3i",-0.354840148342238,"Final_Model"
"342","Bmp4ri","None",-0.352805956192932,"Final_Model"
"343","Bmp4ri","Igfri",-1.66408184345022,"Final_Model"
"344","Bmp4ri","Pi3ki",-2.85657182397337,"Final_Model"
"345","Bmp4ri","Fgf4",-0.529250107005151,"Final_Model"
"346","Bmp4ri","Fgfri",-1.16298973638937,"Final_Model"
"347","Bmp4ri","Meki",-0.352805956192932,"Final_Model"
"348","Bmp4ri","NoLif",-0.376547667275984,"Final_Model"
"349","Bmp4ri","Jaki",-1.12102418646679,"Final_Model"
"350","Bmp4ri","Activin",-0.352805956192932,"Final_Model"
"351","Bmp4ri","Bmp4ri",NA,"Final_Model"
"352","Bmp4ri","Gsk3i",-0.377935796829733,"Final_Model"
"353","Gsk3i","None",-1.35183334490644,"Final_Model"
"354","Gsk3i","Igfri",-1.96026864136074,"Final_Model"
"355","Gsk3i","Pi3ki",-2.83297797923532,"Final_Model"
"356","Gsk3i","Fgf4",-1.45453260871367,"Final_Model"
"357","Gsk3i","Fgfri",-1.9554613382723,"Final_Model"
"358","Gsk3i","Meki",-1.35183334490644,"Final_Model"
"359","Gsk3i","NoLif",-1.49240360430292,"Final_Model"
"360","Gsk3i","Jaki",-1.93370672903622,"Final_Model"
"361","Gsk3i","Activin",-1.35183334490644,"Final_Model"
"362","Gsk3i","Bmp4ri",-1.54107218225337,"Final_Model"
"363","Gsk3i","Gsk3i",NA,"Final_Model"
