"","Pert1","Pert2","phospho_value","Category"
"241","Gsk3i","Bmp4ri",0,"Initial_Model"
"242","Gsk3i","Gsk3i",NA,"Initial_Model"
"243","None","None",NA,"Final_Model"
"244","None","Igfri",-0.392169809114074,"Final_Model"
"245","None","Pi3ki",-0.954805866437483,"Final_Model"
"246","None","Fgf4",0.0666639904994904,"Final_Model"
"247","None","Fgfri",-0.143887891979059,"Final_Model"
"248","None","Meki",0,"Final_Model"
"249","None","NoLif",0.00616114990303851,"Final_Model"
"250","None","Jaki",-0.385727542019595,"Final_Model"
"251","None","Activin",0,"Final_Model"
"252","None","Bmp4ri",-0.0478624416497385,"Final_Model"
"253","None","Gsk3i",-0.426921145080807,"Final_Model"
"254","Igfri","None",-0.341960814307341,"Final_Model"
"255","Igfri","Igfri",NA,"Final_Model"
"256","Igfri","Pi3ki",NA,"Final_Model"
"257","Igfri","Fgf4",-0.3491694199798,"Final_Model"
"258","Igfri","Fgfri",-0.484157281393161,"Final_Model"
"259","Igfri","Meki",-0.392169809114074,"Final_Model"
"260","Igfri","NoLif",-0.310742668353266,"Final_Model"
"261","Igfri","Jaki",-0.551068565181207,"Final_Model"
"262","Igfri","Activin",-0.392169809114074,"Final_Model"
"263","Igfri","Bmp4ri",-0.422112638317261,"Final_Model"
"264","Igfri","Gsk3i",-0.530788573949167,"Final_Model"
"265","Pi3ki","None",-0.63144460065866,"Final_Model"
"266","Pi3ki","Igfri",NA,"Final_Model"
"267","Pi3ki","Pi3ki",NA,"Final_Model"
"268","Pi3ki","Fgf4",-0.954805852608743,"Final_Model"
"269","Pi3ki","Fgfri",-0.95480589565338,"Final_Model"
"270","Pi3ki","Meki",-0.954805866437483,"Final_Model"
"271","Pi3ki","NoLif",-0.803026537656743,"Final_Model"
"272","Pi3ki","Jaki",-0.947304478004576,"Final_Model"
"273","Pi3ki","Activin",-0.954805866437483,"Final_Model"
"274","Pi3ki","Bmp4ri",-0.954805875641281,"Final_Model"
"275","Pi3ki","Gsk3i",-0.95237560919489,"Final_Model"
"276","Fgf4","None",-0.0413128745221656,"Final_Model"
"277","Fgf4","Igfri",-0.364214061506569,"Final_Model"
"278","Fgf4","Pi3ki",-0.646376510921931,"Final_Model"
"279","Fgf4","Fgf4",NA,"Final_Model"
"280","Fgf4","Fgfri",-0.0990341378455829,"Final_Model"
"281","Fgf4","Meki",0.0666639904994904,"Final_Model"
"282","Fgf4","NoLif",0.0728251404025291,"Final_Model"
"283","Fgf4","Jaki",-0.322247072535074,"Final_Model"
"284","Fgf4","Activin",0.0666639904994904,"Final_Model"
"285","Fgf4","Bmp4ri",0.0185457228623368,"Final_Model"
"286","Fgf4","Gsk3i",-0.385874782852625,"Final_Model"
"287","Fgfri","None",-0.244077991193785,"Final_Model"
"288","Fgfri","Igfri",-0.47269811493752,"Final_Model"
"289","Fgfri","Pi3ki",-0.718638162303685,"Final_Model"
"290","Fgfri","Fgf4",-0.256513761157682,"Final_Model"
"291","Fgfri","Fgfri",NA,"Final_Model"
"292","Fgfri","Meki",NA,"Final_Model"
"293","Fgfri","NoLif",-0.12065527929503,"Final_Model"
"294","Fgfri","Jaki",-0.503506045685896,"Final_Model"
"295","Fgfri","Activin",-0.143887891979059,"Final_Model"
"296","Fgfri","Bmp4ri",-0.175759830823524,"Final_Model"
"297","Fgfri","Gsk3i",-0.514022658835133,"Final_Model"
"298","Meki","None",0,"Final_Model"
"299","Meki","Igfri",-0.341960814307341,"Final_Model"
"300","Meki","Pi3ki",-0.63144460065866,"Final_Model"
"301","Meki","Fgf4",-0.0413128745221656,"Final_Model"
"302","Meki","Fgfri",NA,"Final_Model"
"303","Meki","Meki",NA,"Final_Model"
"304","Meki","NoLif",0.00616114990303851,"Final_Model"
"305","Meki","Jaki",-0.385727542019595,"Final_Model"
"306","Meki","Activin",0,"Final_Model"
"307","Meki","Bmp4ri",-0.0478624416497385,"Final_Model"
"308","Meki","Gsk3i",-0.426921145080807,"Final_Model"
"309","NoLif","None",-0.0594725839992838,"Final_Model"
"310","NoLif","Igfri",-0.372193817918666,"Final_Model"
"311","NoLif","Pi3ki",-0.650968336486626,"Final_Model"
"312","NoLif","Fgf4",-0.100785458521449,"Final_Model"
"313","NoLif","Fgfri",-0.285381559060487,"Final_Model"
"314","NoLif","Meki",-0.0594725839992838,"Final_Model"
"315","NoLif","NoLif",NA,"Final_Model"
"316","NoLif","Jaki",-0.161805436006748,"Final_Model"
"317","NoLif","Activin",0.00616114990303851,"Final_Model"
"318","NoLif","Bmp4ri",-0.0242021417943901,"Final_Model"
"319","NoLif","Gsk3i",-0.339278899147296,"Final_Model"
"320","Jaki","None",-0.246037919879142,"Final_Model"
"321","Jaki","Igfri",-0.467376909528321,"Final_Model"
"322","Jaki","Pi3ki",-0.713291362546869,"Final_Model"
"323","Jaki","Fgf4",-0.285689199725737,"Final_Model"
"324","Jaki","Fgfri",-0.458833634173935,"Final_Model"
"325","Jaki","Meki",-0.246037919879142,"Final_Model"
"326","Jaki","NoLif",-0.182462266138003,"Final_Model"
"327","Jaki","Jaki",NA,"Final_Model"
"328","Jaki","Activin",-0.385727542019595,"Final_Model"
"329","Jaki","Bmp4ri",-0.411344334296231,"Final_Model"
"330","Jaki","Gsk3i",-0.564816869453237,"Final_Model"
"331","Activin","None",0,"Final_Model"
"332","Activin","Igfri",-0.341960814307341,"Final_Model"
"333","Activin","Pi3ki",-0.63144460065866,"Final_Model"
"334","Activin","Fgf4",-0.0413128745221656,"Final_Model"
"335","Activin","Fgfri",-0.244077991193785,"Final_Model"
"336","Activin","Meki",0,"Final_Model"
"337","Activin","NoLif",-0.0594725839992838,"Final_Model"
"338","Activin","Jaki",-0.246037919879142,"Final_Model"
"339","Activin","Activin",NA,"Final_Model"
"340","Activin","Bmp4ri",-0.0478624416497385,"Final_Model"
"341","Activin","Gsk3i",-0.426921145080807,"Final_Model"
"342","Bmp4ri","None",-0.0811481008601622,"Final_Model"
"343","Bmp4ri","Igfri",-0.382751705013784,"Final_Model"
"344","Bmp4ri","Pi3ki",-0.657033631142344,"Final_Model"
"345","Bmp4ri","Fgf4",-0.121731621333569,"Final_Model"
