"",".id","Gsk3_p.a_mean","Gsk3_p.a_pvalue","Mek_p.a_mean","Mek_p.a_pvalue","mTor_p.a_mean","mTor_p.a_pvalue","Akt_p.a_mean","Akt_p.a_pvalue","Erk_p.a_mean","Erk_p.a_pvalue","Stat3_p.a_mean","Stat3_p.a_pvalue","Smad2_p.a_mean","Smad2_p.a_pvalue","bCatenin.a_mean","bCatenin.a_pvalue","x_status","Perturbation1","Perturbation2"
"23","Gsk3i",-0.847847254317562,0.0627236247575323,0.0185458169039659,0.784095404679848,0.0113228169521653,0.83922366927811,-1.83286210078772,0.187104757370427,-0.64933602845894,0.29160270249187,0.0105258643653437,0.887988092297786,-0.0605240311393108,0.516086859401311,0.35434632797277,0.177031731245007,"XX","Gsk3i",NA
"24","Igfri",-0.541768797969046,0.0126971473495327,-0.406436049947549,0.213482078200967,-0.320506132997577,0.029705379901725,-2.03189431112528,0.0696732649348488,-1.09600433894405,0.0854910378948726,-0.153539114408387,0.326675806978773,-0.305478078472808,0.0409457490577872,-0.525990998662628,0.288625966811642,"XX","Igfri",NA
"25","Jaki+Bmp4ri",-0.412185612096653,0.025046175183084,0.451169998903108,0.387489696457333,0.0693104650899905,0.686882258666762,-1.16976703991697,0.00620096517114639,-0.208277828381243,0.138502551815883,-1.83269014774331,0.0100194399867161,-0.4879445595503,0.0284350780828387,0.0165237383148386,0.900738271768651,"XX","Jaki","Bmp4ri"
"26","Jaki+Gsk3i",-0.98278138591361,0.0185380761316375,0.400055334453575,0.132028678752422,-0.173504797619903,0.276487029651786,-1.78114059478287,0.0243386060665204,-0.371614525286966,0.198403118656952,-1.97539842438411,0.00439794329455419,-0.0202456778191253,0.870213412437998,0.110926338802295,0.45869780187643,"XX","Jaki","Gsk3i"
"27","Jaki",-0.536004922915316,0.0415020100872993,0.0265162295830894,0.712919595946844,-0.0159726882877757,0.713268996235035,-1.601015278042,0.171720624746528,-0.992965924726843,0.148964224404207,-1.88648149618106,0.00215874228411858,0.0348153698297023,0.746693022446462,-0.0737037751777635,0.713775583040016,"XX","Jaki",NA
"28","Meki+Igfri",-0.375836697775818,0.333372991509338,0.370700684608157,0.102183140333427,-0.443159139559809,0.129416660019105,-0.361726314847035,0.178672774265284,-5.8352422294799,0.00841562917719098,-0.228519233454955,0.109056746388635,-0.03820714689244,0.901392188237405,-0.32086092393124,0.0652692062644408,"XX","Meki","Igfri"
"29","Meki",-0.0776469307208635,0.482253162236688,0.612988425622606,0.0252853447480706,0.0386722610010055,0.67627510289268,-1.05013922198468,0.182735143276162,-5.82802323208374,0.0138864553884041,0.208798343093714,0.0992874242022401,0.0340968388244538,0.782696700360215,-0.0700947184846097,0.74990228911153,"XX","Meki",NA
"30","Meki+Pi3ki",-1.40902885982579,0.0267141658003659,0.677704797780512,0.0192348878698069,-1.08185192643767,0.0149912241591273,-2.51281451952017,0.0376980237449573,-6.02330595515377,0.00953593370353121,-0.20133721891686,0.00977464013868661,0.146748322889024,0.598580750855831,0.03173465347946,0.939908874389111,"XX","Meki","Pi3ki"
"31","NoLif",-0.138098969458603,0.417110501071032,-0.0686586810518818,0.594755691332197,0.0380938514818455,0.526520787653198,-0.500930436553689,0.499190915021438,-0.805106013511446,0.0284051178688897,-1.33027334848335,0.00134530447941984,-0.072445212779824,0.578849831675591,-0.0241172033480574,0.756139403343733,"XX","NoLif",NA
"32","Pi3ki",-1.3886498966537,0.00575500300676975,0.156484987091855,0.252979854062787,-0.751307389204241,0.000162590422477714,-2.84469655373454,0.0255148172737513,-0.386264625241897,0.450061914199895,-0.234288876080514,0.381933709793244,-0.159159599522999,0.0679736025794276,-0.368669147166817,0.356472073221399,"XX","Pi3ki",NA
"33","Fgfri+Bmp4ri",-0.2277813519256,0.0531819700559504,-0.878757502636745,0.0880457321241851,0.0618736760612964,0.360509577348355,-1.05475079814767,0.1343448179157,-2.68763062680987,0.000398060702970818,-0.15399318929128,0.387222630990755,-0.135270978791602,0.40494216086823,-0.0808933397331047,0.723331551002426,"XX","Fgfri","Bmp4ri"
"34","Igfri+Bmp4ri",-0.391126093158097,0.0761466644188585,-0.0521404480483703,0.753022727031579,-0.257293176175951,0.0171876707292752,-1.87374803101633,0.00831660717214933,-0.63054587462578,0.126345166512107,-0.248502385305766,0.16203571509387,-0.580935510514989,0.0523433724725686,-0.597524745888726,0.12541779830593,"XX","Igfri","Bmp4ri"
"35","Meki+Bmp4ri",-0.0257997065328837,0.917228646988404,0.534306657251576,0.0639975718046076,-0.0179646590721239,0.877624239559867,-0.301986781534297,0.107237183439583,-7.21108481096774,0.00521897943995335,-0.152224635612594,0.271865398786069,0.256933784624183,0.135118711546779,-0.277335122140557,0.491545621423182,"XX","Meki","Bmp4ri"
"36","Pi3ki+Bmp4ri",-1.33549921266741,0.00128285997513861,0.259437782728318,0.184883501620821,-0.766762833953768,0.00440530511623395,-2.7497991338053,0.0297972523147297,-0.572158790337611,0.32979208960399,-0.366458898763422,0.122362927349439,-0.754529669681201,0.0143690072203584,-0.538937475290094,0.148547306905657,"XX","Pi3ki","Bmp4ri"
"37","Fgfri+Gsk3i",-0.715074308853464,0.00763799223438511,-1.11841856112707,0.0677656726975762,-0.0596857761617207,0.30529740988939,-1.8376800242151,0.0562888022760301,-3.33133683388253,0.00600256525395964,-0.143751104534759,0.506841349194309,-0.380042343010948,0.365772888962365,0.127405694850786,0.638430873381655,"XX","Fgfri","Gsk3i"
"38","Igfri+Gsk3i",-1.12460166941723,0.0215479548162177,0.0887596143010218,0.691506415767017,-0.518492190925884,0.0211408996716172,-2.38944562915409,0.0145845487223617,-0.376568483703251,0.125302483314364,-0.140782602806876,0.169640125671155,-0.0357235021799977,0.847522400924379,0.231160326583104,0.424394491792689,"XX","Igfri","Gsk3i"
"39","Meki+Gsk3i",-0.360046433795876,0.0353124800273127,0.746884760475469,0.0737965705819329,0.0736868181863676,0.422323573795573,-1.14032019539018,0.0709156501772128,-6.74811052642622,0.0113332204632531,-0.0358962635733373,0.793623361516113,-0.0710786606545467,0.774927775098606,0.261459945486602,0.312760381584477,"XX","Meki","Gsk3i"
"40","Pi3ki+Gsk3i",-1.68834982915512,0.00314205260053253,0.379761311229861,0.216533027226855,-0.712008920585935,0.00608083681617508,-2.79341168691427,0.0471295631823698,0.110748041379257,0.730717498039257,-0.307350129237619,0.0125269057307931,-0.0957620021339688,0.555531463090644,0.201622780454859,0.113986808385674,"XX","Pi3ki","Gsk3i"
"41","Fgfri+Jaki",-0.827533663539981,0.0260842402833333,-1.31096058112807,0.0539837915331558,-0.204466768984483,0.160694089062505,-1.37537324529741,0.0121156941059355,-3.80279153220081,0.0052009612992286,-1.66104454495753,0.00824521023199488,-0.273475877372297,0.352942047324006,0.029582985255676,0.921459897941789,"XX","Fgfri","Jaki"
"42","Igfri+Jaki",-0.930676997686318,0.00216713221763879,0.0578501789662562,0.51682485351773,-0.651955886572234,0.0428638472348975,-2.01161726194997,0.0313543262565559,-0.320765408776216,0.0996218946177184,-1.70501941881046,0.00872420084823517,0.0214828576657633,0.165794241317929,-0.533119888493231,0.193172697012751,"XX","Igfri","Jaki"
"43","Meki+Jaki",-0.236933497044183,0.353449990461044,0.45638907161911,0.00353551907193611,-0.10765390226783,0.704062900347736,-0.328805279257727,0.604871420577962,-6.88978293765077,0.00674011025329919,-1.66040537002266,0.0107822407658883,-0.0626185404497643,0.591651217996267,0.0468509100728665,0.740732157456416,"XX","Meki","Jaki"
"44","Pi3ki+Jaki",-1.95565529934466,0.00276639822097376,0.186267151070742,0.370523156964041,-0.957168919056805,0.00122532995080388,-2.80563820877654,0.0255108759265896,-0.163477778109908,0.664752512028116,-1.9413757398267,0.0283749327837221,0.0739295520433626,0.699686850303766,-0.789064271287672,0.284642570793319,"XX","Pi3ki","Jaki"
"45","Activin+NoLif",-0.0477826851972479,0.825067802132519,0.311442741204829,0.289612931878288,-0.133493103020262,0.181884442925895,0.712389877363383,0.265715600553676,-0.172562227095299,0.385678341686935,-1.52351746633462,0.0319358263838584,-0.0249784318869,0.910420995612031,-0.0408778365735482,0.918963621589414,"XX","Activin","NoLif"
"46","Bmp4ri+NoLif",-0.1381810982889,0.0291129274437939,0.1505132796936,0.123466470200456,0.106232888093181,0.270228386305325,-0.71649199170529,0.431688044452817,-0.495148876735392,0.0991573907549567,-1.4758717840449,0.010481299830553,-0.465098001571961,0.0274001787787022,0.000157939919828431,0.999181588957649,"XX","Bmp4ri","NoLif"
"47","Fgf4+NoLif",0.0561431057734246,0.278932695483064,0.232688098309231,0.0325082648933012,-0.123905569974418,0.245433859743621,0.407159536364455,0.207732470536487,0.02420518843493,0.779183635091756,-1.82371747884247,0.00742166429596975,-0.0979516455718347,0.809870882072604,-0.100343558888445,0.46792570390408,"XX","Fgf4","NoLif"
"48","Fgfri+NoLif",-0.228448202451778,0.0987588784253263,-1.61816371642805,0.165250295062046,-0.112307770028461,0.0409804809897573,-1.46208871776932,0.241010912318139,-2.87378187632679,0.0408981144451337,-1.27267551796929,0.0132807999833969,0.317988561205571,0.427454113272553,-0.144404050292802,0.61924283322463,"XX","Fgfri","NoLif"
"49","Gsk3i+NoLif",-0.591781292879112,0.0181593924564919,0.168913998804411,0.264852854470715,-0.0137192388116303,0.758814149207336,-1.39990854858137,0.290855918226859,-0.787825145420512,0.025483754820684,-1.4738139737053,0.0427268167336817,-0.53038920238303,0.000334770985793782,0.056839027663552,0.784756340795298,"XX","Gsk3i","NoLif"
"50","Igfri+NoLif",-0.481632142725832,0.105376044945103,-0.18459741722241,0.594240176987797,-0.372538476286489,0.0587483837370828,-1.40460789758249,0.0445625709207316,-0.392105687047383,0.0983918088922376,-0.994733090820873,0.023740682105495,-0.365658349516776,0.0357424927943721,-0.178110393970539,0.443562210589886,"XX","Igfri","NoLif"
"51","Jaki+NoLif",-0.551030115498228,0.00169652593035359,0.176538723697921,0.238725541675015,-0.123143317516136,0.0307971612559655,-1.16817290110144,0.223590653382963,-0.524545030481456,0.131868222504386,-1.73631782510299,0.0290693971802309,-0.551906689400704,0.0170833791321678,-0.185183627953906,0.361325229801583,"XX","Jaki","NoLif"
"52","Meki+NoLif",0.139825981305395,0.259704298039733,0.506005142004798,0.131983660939874,0.0309689507029431,0.664904452806837,-0.708449186193109,0.499428124721212,-6.37990967122322,0.0142427372657646,-1.5488592595109,0.00933315672435539,-0.331030978345236,0.051309333553082,-0.345012393103849,0.0495475982032374,"XX","Meki","NoLif"
"53","Pi3ki+NoLif",-1.15985276017776,0.0443632400309101,0.195652319675746,0.224337761262495,-0.651235434926851,0.0119124211095453,-2.75218060681829,0.0383394315168324,-0.255075949845355,0.196442619695373,-1.16432393080032,0.00767539448168787,-0.106373439272107,0.347077764069976,-0.197350312575628,0.591291627236534,"XX","Pi3ki","NoLif"
"54","Activin+Bmp4ri",-0.292710728449485,0.318472253262001,-0.346754343086607,0.0180953619446496,0.0463198947644228,0.575494407452267,0.013107051646719,0.127479457933133,-1.81085886824325,0.00567244605342393,-0.0159109396344057,0.941137550272888,0.246887916495774,0.391267741430582,-0.132681492439778,0.548653858896063,"XO","Activin","Bmp4ri"
"55","Activin+Fgf4",-0.11800044526571,0.69300417465964,0.890347223022352,0.154188886894834,-0.0338398710330378,0.635257033563478,-0.163711425660634,0.783750654665194,1.11506295609738,0.311073426440882,-0.19012279099798,0.079680503771156,1.26623304719203,0.0298753087263069,-0.334142351019328,0.646805693383747,"XO","Activin","Fgf4"
"56","Activin+Fgfri",-0.587006204752668,0.23088308559223,-0.953951789243772,0.0530952739325683,-0.337604434875264,0.0794047585110191,-0.209919242771332,0.652814164865234,-2.57384028400953,0.0187844411720985,-0.0758200458635077,0.379170574730301,1.44851730190153,0.000726708433885001,-0.325386734999234,0.112038242109056,"XO","Activin","Fgfri"
"57","Activin+Gsk3i",-0.845588312313008,0.0192801960689101,-0.200293470381799,0.166166459083642,-0.133343495566612,0.534138239617992,-0.491387339966912,0.467079384578918,-1.26414479854143,0.0777021769456025,-0.0266926196089478,0.827096760573837,1.70681686501702,0.00309771135395887,0.0843264549707232,0.796740336094864,"XO","Activin","Gsk3i"
"58","Activin+Igfri",-0.669128377716029,0.267118780042985,0.03574031068358,0.852244076532034,-0.625421002316704,0.0392249298753927,-0.390214100399565,0.593826895062488,-1.10087476836722,0.0487046466928173,0.148299860725161,0.0341671221732795,1.49250668473863,0.000905323351029115,0.112265007224938,0.361364157290159,"XO","Activin","Igfri"
"59","Activin+Jaki",-1.11904269959044,0.0243837690374658,-0.187443641443429,0.247372391408357,-0.370364113669034,0.0494925821636717,-0.197268523589902,0.250220356370581,-1.79847408932897,0.00490131333811955,-1.62858436869251,0.0248047222884523,1.35558964421133,0.0130086400782643,-0.161066697697615,0.624430938717378,"XO","Activin","Jaki"
"60","Activin+Meki",-0.131290340162925,0.751876453857052,2.93391986132626,0.0828621492934941,0.000629197901157559,0.997117020227752,0.172440012990244,0.461304323548701,-2.93797897037217,0.0529501614824059,-0.179740935598353,0.557638137342849,1.25975615157854,0.0100945297794654,-0.319480054551929,0.479600324979999,"XO","Activin","Meki"
"61","Activin",-0.140133013911654,0.470650351336884,-0.242009644892115,0.0301729552908149,0.0395009811142469,0.624365189399881,0.0316041553878166,0.295727170124705,-1.27083942357997,0.0530361712321797,-0.0285401893538291,0.862352839625299,1.65269154330847,0.0225505568011124,0.201769215482404,0.254428527599625,"XO","Activin",NA
"62","Activin+Pi3ki",-2.13541101400634,0.104855895005582,-0.103152233771613,0.853721228729074,-1.37752625878285,0.129958640478675,-1.18590848533986,0.330681507116376,-1.09679144493513,0.460765912038296,0.035559321947854,0.922783914168163,1.89097882065915,0.0330601219764308,0.625883361164229,0.0204410791394979,"XO","Activin","Pi3ki"
"63","Bmp4ri+Gsk3i",-0.920743567998363,0.0524969668878984,0.207195379472421,0.323046122790179,-0.021650186454129,0.938739154259904,-0.23504404009349,0.711228283808326,0.53812238093808,0.431752588276375,-0.722086997419654,0.109305850809512,-0.359444835833017,0.00984908587295538,-0.704733152990328,0.0143776493612543,"XO","Bmp4ri","Gsk3i"
"64","Bmp4ri",-0.156402175685558,0.39242237863946,-0.193850859288726,0.0359969781224845,0.0566213242746519,0.466901850496562,-0.108499430813809,0.449628718778303,-1.79277649293011,0.0327847542303557,-0.00479448118181677,0.983331096789522,-0.278004598634008,0.568003926286447,-0.798791804796484,0.137387722113663,"XO","Bmp4ri",NA
"65","Fgf4+Bmp4ri",-0.446303911055662,0.0568096685339769,-0.0400837206537116,0.397236827963379,-0.0225643645889895,0.713259380853216,-0.358846222725585,0.485540514748849,0.505458403608466,0.48235621661204,0.501509289873401,0.292198427544059,-0.276537431443133,0.232870044671201,0.195041138058884,0.309170262364266,"XO","Fgf4","Bmp4ri"
"66","Fgf4+Fgfri",-0.366730277514477,0.0583894410948453,-0.805579166882752,0.0626131291956465,-0.16776256491816,0.0196651997775531,-0.301816322951397,0.35212074409341,-2.17869185811683,0.0602288345087732,0.136347948354548,0.538477213126816,-0.159317731236434,0.201615227969952,-0.341372977147551,0.404650108376976,"XO","Fgf4","Fgfri"
"67","Fgf4+Gsk3i",-1.04601247037944,0.0497518142160205,0.467107461010626,0.185719535610492,0.126578157968577,0.673449290624023,-0.613943588885176,0.491626590748828,1.3603980271407,0.0257369773221562,-0.720364442897062,0.17703018840323,-0.0482050336273883,0.445426171396926,-0.212415353462741,0.696978767269913,"XO","Fgf4","Gsk3i"
"68","Fgf4+Igfri",-0.466621457634503,0.00192326499686899,0.386889504153711,0.148298629768944,-0.470850302029475,0.0029122887513638,-0.631646256950778,0.436166954905008,0.72493904465388,0.130710317058689,0.113772158884178,0.0785808827508839,-0.056649958675004,0.914390280051055,0.242635028610603,0.531941865137334,"XO","Fgf4","Igfri"
"69","Fgf4+Jaki",-1.25666505848365,0.00915292647350984,0.177311926772695,0.135765919078478,-0.453715193371303,0.00506964577141224,-0.587241623471847,0.508432844519911,0.121107359014361,0.708440522005669,-2.5526196919441,0.0356241551009792,-0.205025940616733,0.405981189829335,0.0612028934544797,0.897448788987782,"XO","Fgf4","Jaki"
"70","Fgf4+Meki",-0.145244609881838,0.239803779974282,4.04377116761547,0.0237395592921953,0.232792327864672,0.396651678323172,-0.0714991400919195,0.788805909432497,-1.12303163376404,0.116570651570094,0.0908744456499022,0.480772048791354,-0.284456526206894,0.13878819135715,-0.071423475554682,0.510605962267571,"XO","Fgf4","Meki"
"71","Fgf4",-0.344961438787465,0.0342546842631725,0.32444255325538,0.170939664987506,-0.0542916277032155,0.434064379264168,-0.288391160128993,0.441895921711032,0.743075904733799,0.207463062386396,-0.0924783269963434,0.712100087096439,0.131530295510434,0.0693579085164044,-0.0823001927800271,0.86152333850848,"XO","Fgf4",NA
"72","Fgf4+Pi3ki",-1.58397117047857,0.024822397577303,0.515515042124873,0.0317820209734293,-0.677992638207944,0.00795746758405175,-0.932011165240512,0.534500174094303,0.935721586631622,0.125513658836723,0.234930352698192,0.55300281213416,-0.120410676855716,0.589070454414478,0.347972228685116,0.160227221711121,"XO","Fgf4","Pi3ki"
"73","Fgfri+Igfri",-0.499741040576884,0.234111957464096,-0.557576486827379,0.0162480446111392,-0.603970940193703,0.00057418485434336,-0.207564837715372,0.564272143642829,-1.86552019006815,0.0364905684238082,-0.113216343038111,0.452534430609313,-0.35262242487593,0.35230986800917,-0.550321460739967,0.345873023743711,"XO","Fgfri","Igfri"
"74","Fgfri",-0.543984017687768,0.139294003624269,-0.886123381794171,0.0383158180653414,-0.131206266828916,0.534754948121102,0.458332320557253,0.41642736730385,-2.55527624177968,0.00374889217483422,0.127386528472137,0.510658632611964,-0.228396169525204,0.172735501871538,-0.156852887451299,0.452742053991327,"XO","Fgfri",NA
"75","Fgfri+Pi3ki",-1.72720873320571,0.0147178742426203,-0.566533506217368,0.0804771361129934,-0.946356383982019,0.00416725331983124,-0.959322171257052,0.505188948640065,-1.58068813869038,0.0263180862634195,-0.384068801316336,0.0597411364627771,-0.0599662096873426,0.717515299787287,-0.761353161156848,0.227897885407267,"XO","Fgfri","Pi3ki"
"76","Gsk3i",-0.835389251457206,0.037807284419073,-0.181495974357188,0.0458638560033259,-0.128753026238637,0.0833956228397668,-0.526233709947068,0.333351583427959,0.152601292927312,0.217588799989359,-0.367383036989942,0.0948378071990113,0.310357086188993,0.244146951221628,0.069647528821759,0.631690308350781,"XO","Gsk3i",NA
"77","Igfri",-0.529773182264702,0.0487329860451939,-0.159093245613317,0.126110192161888,-0.556152656164404,0.00426449656277019,-0.593588864376197,0.524130088953274,-0.900359162429068,0.0788102622555681,0.00958163363112856,0.96203524854827,-0.237851768961162,0.266100153653603,-0.700001578795029,0.0733041620552001,"XO","Igfri",NA
"78","Jaki+Bmp4ri",-1.15161948707471,0.0842293838933852,-0.133729748123025,0.373045812110378,-0.477489323663845,0.101924104122947,-0.64369409475951,0.560667478080957,0.0252465759840594,0.968586800502007,-1.91672889032119,0.00381382013768349,-0.804272135935001,0.139427699864648,-0.225864894506615,0.509079669468461,"XO","Jaki","Bmp4ri"
"79","Jaki+Gsk3i",-1.24310422925131,0.0836694810953871,0.111986343628153,0.660191649049605,-0.408656186897501,0.186524941205733,-0.627674615696987,0.522867915608186,0.337220508015689,0.35443385083771,-2.04022883393236,0.00228830583711617,-0.0263481744737617,0.90834121263415,0.150144563530318,0.512185810952605,"XO","Jaki","Gsk3i"
